,Name,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
342,Molina,40,CL,1567710048,48,-35.11,-71.28,290.15,3.1
343,Mahebourg,40,MU,1567709877,73,-20.41,57.7,295.15,2.1
344,Pokrovsk,42,RU,1567710048,97,61.48,129.14,279.751,0.75
345,Ust-Nera,100,RU,1567710048,93,64.57,143.24,274.351,1.95
346,Taywarah,0,AF,1567710049,25,33.35,64.42,286.451,3.55
347,Avera,40,US,1567710049,46,33.19,-82.53,308.15,4.6
348,Port Lincoln,76,AU,1567709874,73,-34.72,135.86,286.083,16.79
349,Alvaraes,90,BR,1567710049,94,-3.22,-64.8,299.15,2.1
350,Nizwa,24,OM,1567710049,23,22.93,57.53,306.251,2.33
351,Port-de-Bouc,0,FR,1567710049,32,43.4,4.98,294.26,14.4
352,Izacic,0,BA,1567710049,90,44.88,15.78,289.82,1.11
353,Montrose,40,GB,1567710050,76,56.71,-2.47,288.15,7.7
354,Teluk Intan,75,MY,1567710050,94,4.02,101.03,299.15,0.7
355,Umm Kaddadah,94,SD,1567710050,51,13.6,26.69,302.451,7.12
356,Pucallpa,75,PE,1567710050,331,-8.38,-74.54,275.15,2.6
357,Loncoche,75,CL,1567710050,71,-39.37,-72.63,284.15,4.6
358,Peniche,0,PT,1567710050,32,39.36,-9.38,304.26,4.1
359,Aswan,0,EG,1567710051,20,24.09,32.9,308.15,1
360,Englewood,20,US,1567709890,15,39.65,-104.99,309.26,4.6
361,Mandalgovi,99,MN,1567710051,51,45.76,106.27,291.751,3.04
362,Longyearbyen,75,NO,1567710051,80,78.22,15.63,274.15,4.1
363,Bambanglipuro,91,ID,1567710032,83,-7.95,110.28,297.051,4.26
364,Malente,0,DE,1567709975,71,54.17,10.56,287.04,4.1
365,Quatre Cocos,40,MU,1567710051,73,-20.21,57.76,295.15,2.1
366,Saint-Leu,20,RE,1567710051,68,-21.15,55.28,296.15,1.5
367,Hobyo,13,SO,1567710052,81,5.35,48.53,298.351,12.19
368,Selcuk,0,TR,1567710052,65,37.95,27.37,300.15,2.6
369,Biak,97,ID,1567709993,98,-0.91,122.88,290.451,1.43
370,Masuguru,55,MZ,1567710052,35,-11.38,38.46,300.051,1.54
371,Koungheul,62,SN,1567710052,72,13.98,-14.8,303.651,5.07
372,Sisimiut,100,GL,1567710052,82,66.94,-53.67,278.451,0.07
373,Ciudad Bolivar,47,VE,1567710052,49,8.12,-63.55,307.551,4.25
374,Porto-Vecchio,0,FR,1567710053,64,41.59,9.28,298.15,6.7
375,Strelka,83,RU,1567710053,96,58.08,93.03,280.551,1.86
376,Naujamiestis,0,LT,1567710053,64,55.69,24.15,293.15,3.1
377,Puchov,0,SK,1567710053,82,49.12,18.33,292.15,0.5
378,Miandrivazo,46,MG,1567710053,80,-19.53,45.46,294.251,0.57
379,Chase,1,US,1567710053,34,38.35,-98.35,309.26,7.2
380,Denpasar,20,ID,1567710054,83,-8.65,115.22,297.15,2.1
381,Aksha,22,RU,1567710054,93,50.28,113.29,283.551,0.82
382,Port-Gentil,75,GA,1567710054,78,-0.72,8.78,299.15,5.7
383,Virginia Beach,90,US,1567710007,83,36.85,-75.98,302.59,6.7
384,Qasigiannguit,40,GL,1567709888,61,68.82,-51.19,281.15,2.6
385,Isla Mujeres,75,MX,1567710012,66,21.23,-86.73,305.15,4.6
386,Itoman,75,JP,1567709907,88,26.12,127.67,300.15,12.9
387,Kirakira,83,SB,1567710054,76,-10.46,161.92,295.351,5.73
388,Berwick,1,US,1567710054,47,29.69,-91.22,309.26,1.5
389,Plotnikovo,6,RU,1567710055,93,55.04,83.4,280.15,2
390,Evensk,100,RU,1567710055,98,61.92,159.24,282.151,0.81
391,Finschhafen,100,PG,1567710055,99,-6.6,147.85,289.651,0.68
392,Vardo,40,US,1567710055,60,39.62,-77.74,298.71,3.1
393,Middlebury,20,US,1567710055,40,44.01,-73.17,295.37,2.1
394,Hwange,0,ZW,1567710055,29,-18.35,26.5,294.251,2.28
395,Lompoc,75,US,1567710056,87,34.64,-120.46,305.93,3.1
396,Bandar-e Lengeh,37,IR,1567710056,46,26.56,54.88,306.15,2.1
397,Princeton,1,US,1567710056,43,40.35,-74.66,298.15,0.85
398,Novobirilyussy,61,RU,1567710056,94,56.95,90.69,280.251,0.17
399,Bairnsdale,99,AU,1567710056,95,-37.83,147.63,282.59,0.45
400,Millinocket,1,US,1567710056,32,45.66,-68.71,295.93,3.6
401,Verkhnyaya Inta,51,RU,1567710056,74,65.99,60.32,286.051,4.87
402,Madras,1,US,1567710057,33,44.63,-121.13,301.48,2.76
403,Lasa,20,CY,1567710057,74,34.92,32.53,300.15,2.1
404,Ryotsu,4,JP,1567710057,100,38.08,138.43,295.15,3.67
405,Charters Towers,2,AU,1567710057,24,-20.07,146.27,287.951,3
406,Shaoxing,40,CN,1567710057,94,30,120.58,300.93,5
407,Ous,4,RU,1567710057,91,60.91,61.52,281.451,0.96
408,Loveland,1,US,1567709835,13,40.4,-105.08,310.15,2.1
409,Vila,75,IT,1567710058,82,45.18,8.4,291.48,9.3
410,Emmett,1,US,1567710058,26,43.87,-116.5,306.48,3.1
411,Ankazoabo,0,MG,1567710058,50,-22.29,44.51,290.951,2.16
412,Aloleng,100,PH,1567710058,81,16.13,119.78,301.251,10.14
413,La Ronge,90,CA,1567710058,87,55.1,-105.3,288.15,6.2
414,Yurimaguas,75,PE,1567710005,310,-5.9,-76.1,282.15,0.56
415,Okha,53,RU,1567709878,81,53.59,142.95,286.983,3.79
416,Vilcun,75,CL,1567710059,93,-38.65,-72.23,282.59,3.1
417,Miracema do Tocantins,1,BR,1567710059,15,-9.56,-48.4,313.651,2.51
418,Novikovo,11,RU,1567710059,53,51.15,37.89,292.251,3.79
419,Bow Island,5,CA,1567709797,49,49.87,-111.38,294.26,3.1
420,Ilheus,40,BR,1567710059,74,-14.79,-39.05,301.15,5.7
421,Lesnoy,80,RU,1567710059,78,59.78,52.13,286.751,1.19
422,Termez,0,AF,1567710059,31,37.23,67.28,299.82,2.1
423,Katsuura,75,JP,1567710060,88,33.93,134.5,299.15,3.6
424,Kutum,50,SD,1567710060,53,14.2,24.66,300.251,9.73
425,Sindor,86,RU,1567710060,96,62.87,51.9,284.951,1.49
426,Itarema,57,BR,1567710060,49,-2.92,-39.92,304.451,6.95
427,Cabedelo,20,BR,1567710060,61,-6.97,-34.84,301.15,7.2
428,Oum Hadjer,63,TD,1567710060,48,13.3,19.7,305.351,4.55
429,Gazli,0,UZ,1567710060,32,40.13,63.45,292.151,5.39
430,Kruisfontein,93,ZA,1567710061,78,-34,24.73,283.951,4.53
431,ChengDe,0,CN,1567710061,67,40.97,117.93,289.751,0.93
432,Solnechnyy,96,RU,1567710061,96,50.72,136.64,286.651,1.56
433,Nhamunda,67,BR,1567710061,30,-2.19,-56.71,310.851,3.6
434,Palauig,100,PH,1567710061,80,15.44,119.9,301.551,10.98
435,Chitral,0,PK,1567710062,46,35.85,71.79,280.751,3.88
436,Maragogi,2,BR,1567710062,68,-9.01,-35.22,299.751,3.87
437,Inyonga,18,TZ,1567710062,32,-6.72,32.06,295.751,0.86
438,Inverell,0,AU,1567710062,31,-29.78,151.11,284.051,2.22
439,Flin Flon,90,CA,1567710063,82,54.77,-101.88,286.15,4.1
440,Sandur,0,IQ,1567710063,23,36.91,43.06,298.051,1.5
441,Itupiranga,40,BR,1567710063,41,-5.13,-49.33,309.15,3.6
442,Tabou,91,CI,1567709988,88,4.42,-7.36,297.751,3.15
443,Jiangkou,28,CN,1567710063,95,30.7,117.56,294.751,1.79
444,Chulman,82,RU,1567710064,86,56.84,124.9,279.551,2.49
445,Turbat,0,PK,1567710064,65,26,63.05,302.951,2.14
446,Butembo,96,CD,1567710064,97,0.12,29.29,289.951,0.93
447,Richards Bay,100,ZA,1567710064,77,-28.77,32.06,292.751,9.1
448,Haines Junction,65,CA,1567710065,61,60.75,-137.51,281.151,0.83
449,Walvis Bay,14,NA,1567710065,87,-22.95,14.51,285.93,4.6
450,Hami,79,CN,1567710065,32,42.84,93.51,295.551,10.03
451,Codrington,0,AU,1567709856,93,-28.95,153.24,286.15,2.1
452,Yulara,0,AU,1567710065,50,-25.24,130.99,287.15,7.2
453,Hualmay,95,PE,1567710065,89,-11.1,-77.61,289.151,5.12
454,Bara,58,NG,1567710065,86,10.41,10.6,297.751,3.13
455,Robertsport,78,LR,1567710066,87,6.75,-11.37,298.751,4.44
456,Ishinomaki,82,JP,1567710066,97,38.42,141.3,293.051,1.14
457,Mount Vernon,90,US,1567710066,65,38.73,-77.1,300.37,2.1
458,Neiafu,75,TO,1567710066,94,-18.65,-173.98,295.15,7.24
459,Bubanza,11,BI,1567710066,45,-3.08,29.39,293.851,0.91
460,Bathsheba,20,BB,1567710066,70,13.22,-59.52,304.15,3.6
461,Aguachica,55,CO,1567710066,51,8.31,-73.6,306.551,1.68
462,Hare Bay,75,CA,1567710067,78,48.86,-53.99,295.15,12.3
463,Manyana,17,AU,1567710067,100,-35.26,150.51,289.26,2.6
464,Bonthe,99,SL,1567710067,88,7.53,-12.5,298.751,4.47
465,Slave Lake,1,CA,1567710067,63,55.28,-114.77,290.15,4.1
466,Mitsamiouli,20,KM,1567709790,78,-11.38,43.28,298.15,4.1
467,Nyurba,88,RU,1567710067,94,63.29,118.35,281.651,2.33
468,Cap-aux-Meules,20,CA,1567710067,59,47.38,-61.86,290.15,6.7
469,Choma,0,ZM,1567710068,24,-16.81,26.98,292.851,3.54
470,Fairview,20,CA,1567710068,59,56.07,-118.38,292.04,2.1
471,Betare Oya,100,CM,1567710068,93,5.6,14.08,294.251,0.53
472,Iquitos,75,PE,1567710068,319,-3.75,-73.25,279.15,1.5
473,Kuleshovka,0,RU,1567710068,30,47.08,39.55,294.15,7
474,Coquimbo,75,CL,1567710068,58,-29.95,-71.34,288.15,4.6
475,Sur,49,OM,1567710031,48,22.57,59.53,304.351,3.92
476,Riohacha,40,CO,1567710069,70,11.54,-72.91,305.15,7.2
477,Awbari,0,LY,1567710069,20,26.59,12.77,304.651,4.25
478,Ajdabiya,0,LY,1567710069,79,30.75,20.22,299.451,5.62
479,Aksarka,0,RU,1567710069,85,66.56,67.8,283.951,5.18
480,Iwaki,99,JP,1567710069,78,37.05,140.89,295.93,1.24
481,Sungaipenuh,64,ID,1567710070,95,-2.08,101.38,295.251,1.03
482,Tadine,0,NC,1567710070,68,-21.55,167.88,293.551,6.9
483,Gat,40,SN,1567710070,83,14.69,-16.54,303.15,4.6
484,Ninghai,40,CN,1567710070,94,29.29,121.42,299.82,3
485,Ouesso,30,CG,1567710070,89,1.61,16.05,296.351,1.35
486,Yangambi,45,CD,1567710070,68,0.77,24.47,298.451,1.19
487,Ayan,21,IR,1567710071,41,38.23,44.7,288.151,1.37
488,Westport,1,US,1567710071,56,41.14,-73.36,296.48,2.1
489,Ammon,40,US,1567710071,28,43.47,-111.97,302.04,3.1
490,Lalibela,72,ET,1567710071,75,12.04,39.05,289.651,1.25
491,Nanchong,6,CN,1567710072,83,30.8,106.08,295.751,0.95
492,Takoradi,86,GH,1567709984,85,4.89,-1.75,298.151,2.91
493,Saint-Louis,75,SN,1567710072,74,16.03,-16.5,304.15,2.1
494,Skopelos,20,GR,1567709839,73,39.12,23.72,297.15,2.82
495,Lucea,20,JM,1567710072,74,18.44,-78.17,304.15,6.2
496,Whyalla,30,AU,1567710072,66,-33.04,137.58,284.15,5.7
497,Ancud,0,CL,1567710072,61,-41.87,-73.83,283.15,4.6
498,Nicoya,75,CR,1567710027,88,10.15,-85.45,299.15,3.6
499,Nelson Bay,0,AU,1567710073,93,-32.72,152.14,287.59,2.6
500,Ribeira Grande,40,PT,1567709812,73,38.52,-28.7,296.15,4.6
501,Plerin,20,FR,1567710073,67,48.54,-2.78,288.15,3.1
502,Pinega,86,RU,1567710073,86,64.7,43.39,284.851,2.58
503,Houston,75,US,1567709917,36,29.76,-95.37,309.82,2.45
504,Manggar,0,ID,1567709896,97,-2.88,108.27,295.483,1.03
505,Chipinge,0,ZW,1567710073,28,-20.19,32.62,293.651,5.15
506,Chanthaburi,100,TH,1567710074,88,12.61,102.11,301.48,7.32
507,Inhambane,20,MZ,1567710074,88,-23.87,35.38,293.15,2.1
508,Dalvik,20,SE,1567710074,87,57.79,14.13,284.26,4.1
509,San Lorenzo,0,HN,1567710074,41,13.43,-87.45,309.15,2.33
510,Bontang,51,ID,1567710074,98,0.12,117.47,295.551,1.05
511,Axim,80,GH,1567710075,88,4.87,-2.24,298.151,4.64
512,Yamada,40,JP,1567710075,83,36.58,137.08,300.37,1.5
513,Yermakovskoye,98,RU,1567710075,87,53.28,92.4,280.851,0.85
514,Gondanglegi,100,ID,1567710075,95,-7.75,112.01,293.351,2.26
515,Auki,22,NG,1567710075,76,12.18,6.51,300.251,3.06
516,North Bend,90,US,1567710075,87,43.41,-124.22,299.82,4.1
517,San Angelo,20,US,1567709921,32,31.46,-100.44,307.15,3.1
518,Rosario,75,UY,1567710076,53,-34.31,-57.35,285.93,5.1
519,Rumphi,11,MW,1567710076,46,-11.02,33.86,292.751,4.07
520,Centralia,1,US,1567710076,77,46.72,-122.96,295.93,2.82
521,Mets Masrik,98,AM,1567710076,96,40.22,45.77,283.251,1.83
522,Ekhabi,51,RU,1567710076,81,53.51,142.97,287.151,4.36
523,Erenhot,38,CN,1567710076,19,43.65,111.97,297.851,2.48
524,Altamira,40,BR,1567709953,55,-3.2,-52.21,306.15,2.6
525,Chernyakhovsk,88,RU,1567710077,84,54.64,21.81,289.651,1.38
526,Aguas Vermelhas,8,BR,1567710077,28,-15.75,-41.46,301.651,4.87
527,Te Anau,68,NZ,1567710077,90,-45.41,167.72,277.951,3.1
528,Sebastian,1,US,1567710077,50,27.82,-80.47,308.71,7.2
529,Concepcion,79,CO,1567710077,68,9.56,-73.66,304.851,1.79
530,San Nicolas,100,PH,1567710077,94,16.07,120.76,297.051,2.74
531,Bogande,43,BF,1567710078,48,12.97,-0.14,304.651,2.15
532,Alekseyevsk,5,RU,1567710078,97,57.84,108.35,278.751,2.25
533,Maindang,100,PH,1567710078,88,11.33,122.73,296.251,1.08
534,Berlevag,100,NO,1567710078,77,70.86,29.09,283.651,2.55
535,Lubben,40,DE,1567710078,51,51.95,13.9,290.37,3.1
536,Fairbanks,75,US,1567709848,76,64.84,-147.72,285.15,1.5
537,Saint-Pierre,0,FR,1567710079,62,48.95,4.24,289.15,5.1
538,Forecariah,64,GN,1567710079,82,9.43,-13.09,299.851,4.32
539,Ibra,20,OM,1567710079,39,22.69,58.55,303.151,1.46
540,Tashtagol,13,RU,1567710079,77,52.76,87.85,280.551,1.54
541,Singapore,75,MY,1567709402,83,1.29,103.85,301.15,2.1
542,Nagtipunan,100,PH,1567710079,82,16.22,121.6,296.451,1.8
543,Khani,75,GE,1567710080,94,41.96,42.96,294.15,1
544,Shache,0,CN,1567710080,67,38.42,77.24,298.71,0.45
545,Caninde de Sao Francisco,40,BR,1567710080,26,-9.66,-37.79,306.751,5.34
546,Lebedyan,53,RU,1567710080,42,53.01,39.13,290.15,4
547,Baillif,0,GP,1567710080,66,16.02,-61.75,304.15,5.1
548,Pandamatenga,0,BW,1567710080,24,-18.54,25.64,294.851,3.43
549,Tahe,0,CN,1567710081,95,52.34,124.71,283.851,0.59
550,Voh,0,NC,1567710081,70,-20.95,164.69,292.451,4.75
551,Mattru,91,SL,1567710081,91,7.62,-11.83,298.651,2.21
552,Almaznyy,0,RU,1567710081,30,48.03,40.04,294.15,7
553,Vadso,75,NO,1567710081,81,70.07,29.75,285.15,1.5
554,Kaohsiung,75,TW,1567710000,88,22.62,120.31,301.15,3.1
555,Chernyshevskiy,100,RU,1567710081,93,63.01,112.47,280.051,3.83
556,Arman,95,RU,1567710082,92,59.7,150.17,280.851,1.51
557,Gibara,75,CU,1567710082,59,21.11,-76.13,306.15,3.6
558,Estrela,94,BR,1567710082,53,-29.5,-51.96,289.82,4.47
559,Khatima,99,IN,1567710082,83,28.92,79.97,299.951,2.56
560,San Quintin,100,PH,1567710082,89,17.54,120.52,297.251,1.88
561,Capreol,75,CA,1567710082,39,46.71,-80.92,291.48,4.1
562,Shimoda,97,JP,1567710082,92,34.7,138.93,297.04,1.84
563,Bonavista,81,CA,1567710083,84,48.65,-53.11,292.59,3.13
564,Arlit,42,NE,1567710083,14,18.74,7.39,313.751,2.3
565,Kayseri,40,TR,1567710083,34,38.73,35.48,293.15,2.68
566,Monticello,1,US,1567709859,53,40.03,-88.57,296.48,2.6
567,Santa Cruz Cabralia,20,BR,1567710083,69,-16.28,-39.02,299.15,3.6
568,Conceicao do Araguaia,27,BR,1567710083,18,-8.26,-49.26,312.651,4.66
569,San Ignacio,80,PE,1567710084,62,-5.15,-79,296.351,1.76
570,Mizdah,21,LY,1567710084,60,31.45,12.98,297.151,7.39
571,Itacare,40,BR,1567709891,74,-14.28,-39,301.15,5.7
572,Abay,0,KZ,1567710084,71,49.63,72.87,283.15,5
573,Pochutla,20,MX,1567710084,55,15.74,-96.47,307.04,4.1
574,Petropavlovsk-Kamchatskiy,20,RU,1567710085,93,53.05,158.65,281.15,4
575,Kohlu,15,PK,1567710085,29,29.9,69.25,304.251,1.78
576,Namatanai,98,PG,1567709867,86,-3.66,152.44,297.883,7.51
577,Mount Darwin,0,ZW,1567710085,24,-16.77,31.58,291.051,2.22
578,Churapcha,91,RU,1567710085,96,62,132.43,278.251,1.14
579,Brigantine,90,US,1567710085,60,39.41,-74.36,299.15,6.2
580,Kiruna,90,SE,1567710086,100,67.86,20.23,278.15,3.6
581,Punta Cardon,46,VE,1567710086,82,11.61,-70.22,301.351,8.37
582,Cove,75,US,1567710086,36,29.8,-94.84,309.82,1.19
583,Mapiri,84,BO,1567710086,84,-15.31,-68.22,287.051,3.1
584,Mehamn,100,NO,1567710086,75,71.03,27.85,282.251,3.03
585,Phuket,20,TH,1567709526,88,7.89,98.4,299.15,1.08
586,Alyangula,32,AU,1567710086,93,-13.85,136.42,287.15,3.98
587,Fort Nelson,20,CA,1567710087,59,58.81,-122.69,289.15,1.5
588,Mananjary,96,MG,1567710087,38,-19.16,46.8,294.851,1.31
589,Puerto Penasco,0,MX,1567709894,72,31.32,-113.53,305.93,3.58
590,Valparaiso,40,US,1567709927,60,41.47,-87.06,295.93,0.35
591,Broken Hill,13,AU,1567710087,50,-31.97,141.45,286.15,7.2
592,Rosarito,75,CO,1567710087,60,4.91,-75.23,307.15,2.6
593,Clinton,1,US,1567710087,49,41.28,-72.53,296.48,0.5
594,Turtas,63,RU,1567710088,91,58.94,69.13,281.951,2.18
595,Merauke,27,ID,1567710088,81,-8.49,140.4,296.451,8.25
596,Marawi,100,PH,1567710088,89,8,124.29,298.15,2.24
597,Loa Janan,40,ID,1567710088,94,-0.58,117.09,296.451,1.66
598,Mahibadhoo,100,MV,1567710088,73,3.78,72.97,301.651,2.86
599,Aykhal,90,RU,1567710088,100,65.95,111.51,275.15,1
600,Petatlan,40,MX,1567710088,49,17.52,-101.27,307.15,5.1
601,Abu Kamal,0,SY,1567710089,22,34.45,40.92,302.851,3.5
602,Sakaiminato,20,JP,1567710089,94,35.55,133.23,298.15,2.1
603,Eslov,28,SE,1567710089,71,55.84,13.3,287.15,8.2
604,Yuncheng,27,CN,1567710089,54,35.03,111,295.551,1.47
605,Miles City,1,US,1567710089,20,46.41,-105.84,303.71,1.5
606,Adrar,90,DZ,1567710089,16,27.87,-0.29,311.15,22.1
607,Gisborne,99,NZ,1567710090,92,-38.66,178.02,283.71,4.92
608,Alnashi,3,RU,1567710090,89,56.18,52.48,283.951,2.01
609,Kachug,98,RU,1567710090,94,53.96,105.89,279.351,1.3
610,Magadan,36,RU,1567710047,95,59.56,150.8,284.251,3.43
611,Palafrugell,75,ES,1567710089,88,41.92,3.16,295.37,6.43
612,Kamenka,2,MD,1567710090,81,48.03,28.7,285.93,2.56
613,Hofn,100,IS,1567710090,95,64.25,-15.21,275.551,1.54
614,Yarmouth,40,CA,1567709819,63,43.84,-66.12,292.04,8.7
615,Kitimat,75,CA,1567710090,77,54.02,-128.69,288.15,3.6
616,Pontes e Lacerda,36,BR,1567709906,21,-15.23,-59.33,311.483,2.87
617,Idrinskoye,38,RU,1567710091,84,54.37,92.14,280.351,1.58
618,Yenagoa,100,NG,1567709959,94,4.92,6.26,297.483,1.99
619,Raudeberg,75,NO,1567710091,81,61.99,5.14,282.15,7.2
620,Mumford,50,GH,1567710091,90,5.26,-0.76,297.851,3.25
621,Algiers,40,US,1567709950,44,29.94,-90.04,309.26,3.6
622,Villeneuve-sur-Lot,0,FR,1567710091,45,44.41,0.7,292.15,3.1
623,Hirara,100,JP,1567709982,80,24.8,125.28,301.851,17.03
624,Ambalavao,18,MG,1567710092,64,-21.83,46.94,291.051,1.39
625,Rundu,0,NA,1567710092,16,-17.91,19.77,302.15,1.5
626,Joao Pessoa,20,BR,1567710092,61,-7.12,-34.86,301.15,7.2
627,Baruun-Urt,45,MN,1567709960,72,46.68,113.28,287.183,1.54
628,Loandjili,20,CG,1567710092,83,-4.77,11.87,298.15,2.1
629,Cadillac,1,US,1567710005,30,44.25,-85.4,295.93,3.6
630,Cartagena,29,ES,1567709925,65,37.63,-1,299.26,3.6
631,Manzhouli,50,CN,1567710093,92,49.6,117.43,287.051,2.24
632,Margate,1,AU,1567710033,93,-43.03,147.26,280.37,3.1
633,Puerto Cabezas,75,NI,1567710093,75,14.04,-83.39,305.15,5.1
634,Tumbes,40,PE,1567710093,33,-3.57,-80.46,305.15,7.2
635,Sergeyevka,99,KZ,1567710093,88,53.88,67.42,283.651,5.41
636,Lucero,100,PH,1567710093,82,11.45,122.46,300.351,6.08
637,Zurrieq,40,MT,1567710093,88,35.83,14.47,298.15,2.1
638,Garwolin,0,PL,1567710094,60,51.9,21.61,295.93,2.1
639,Sirpur,100,IN,1567710094,89,18.94,78.68,297.551,7.38
640,San Juan,71,AR,1567710094,22,-31.54,-68.53,285.351,1.83
641,Majene,25,ID,1567710094,81,-3.54,118.97,299.951,7.05
642,Aflao,20,TG,1567710094,88,6.12,1.19,299.15,5.7
643,Tocopilla,13,CL,1567709986,83,-22.09,-70.2,286.851,5.78
644,Calamar,25,CO,1567710094,84,1.96,-72.65,300.851,1.6
645,Dunedin,100,NZ,1567710095,74,-45.87,170.5,282.04,8.49
646,Nuevitas,75,CU,1567710095,66,21.55,-77.27,306.15,3.1
647,Prince Rupert,90,CA,1567710095,93,54.32,-130.32,285.15,2.1
648,Toora-Khem,50,RU,1567710095,84,52.47,96.11,276.351,1.56
649,Kita,40,JP,1567710095,78,35.76,139.74,300.37,0.5
650,Vitina,20,GR,1567710095,83,41.43,24.76,298.71,1.84
651,Ankara,0,TR,1567710096,37,39.92,32.85,294.26,2.6
652,Moerai,92,PF,1567710096,69,-22.43,-151.33,293.651,10.06
653,Maniitsoq,100,GL,1567709920,95,65.42,-52.9,276.983,6.44
654,Praya,40,ID,1567709919,94,-8.71,116.27,294.15,6.68
655,Sabha,0,LY,1567710096,21,27.03,14.43,304.151,3.38
656,Leona Vicario,75,MX,1567710096,66,20.99,-87.21,307.59,4.6
657,Trairi,18,BR,1567710096,38,-3.28,-39.27,306.951,5.67
658,SriramPur,40,BD,1567710097,79,23.92,90.13,302.15,4.1
659,Campo Grande,20,BR,1567710027,41,-20.46,-54.62,307.15,3.1
660,Guymon,1,US,1567710014,22,36.68,-101.48,309.15,6.2
661,Boundiali,85,CI,1567710097,84,9.53,-6.48,298.351,1.24
662,Dimbokro,99,CI,1567710097,91,6.65,-4.7,298.151,1.21
663,Olga,1,US,1567710097,36,34.11,-118.17,308.71,2.16
664,Tecoanapa,20,MX,1567710097,62,16.99,-99.26,304.15,2.6
665,Aboso,100,GH,1567710098,91,5.36,-1.95,297.851,2.28
666,Jumla,92,NP,1567710098,98,29.28,82.18,285.851,1.41
667,Bensonville,75,LR,1567710098,94,6.45,-10.61,299.15,1.5
668,Goderich,0,CA,1567710098,49,43.74,-81.71,294.82,4.02
669,Pelym,49,RU,1567710098,93,61.01,62,281.551,1.27
670,Carutapera,26,BR,1567710099,62,-1.2,-46.02,302.351,4.55
671,Rayong,75,TH,1567710099,69,12.68,101.28,301.15,2.1
672,Fare,53,PF,1567710099,82,-16.7,-151.02,297.251,10.25
673,The Valley,40,AI,1567709847,66,18.22,-63.06,304.15,5.7
674,Djambala,82,CG,1567710099,59,-2.55,14.76,299.651,2.16
675,Ambon,0,FR,1567710099,54,47.55,-2.56,289.26,4.6
676,Los Alamos,1,US,1567710099,22,35.88,-106.3,302.59,1.5
677,Esterhazy,100,CA,1567710099,78,50.65,-102.08,290.251,1.9
678,Ternate,40,PH,1567710045,74,14.29,120.72,302.59,3.1
679,Viedma,100,AR,1567710100,54,-40.81,-62.99,282.151,6.22
680,Hambantota,0,LK,1567709870,100,6.12,81.12,299.15,3.1
681,Opuwo,0,NA,1567710100,24,-18.06,13.84,295.051,3.45
682,Riviere-au-Renard,20,CA,1567710100,32,49,-64.4,294.15,7.7
